slide_id,issue_type,severity,scale,observed,expected_or_reference,details
2466899-B2,patch_footprint_out_of_bounds,warning,20x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2468419-B2,patch_footprint_out_of_bounds,warning,5x,3,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2468419-B2,patch_footprint_out_of_bounds,warning,20x,4,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2468419-B3,patch_footprint_out_of_bounds,warning,5x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2468442-B2,patch_footprint_out_of_bounds,warning,5x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2468442-B2,patch_footprint_out_of_bounds,warning,20x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2468673-B2,patch_footprint_out_of_bounds,warning,5x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2468673-B2,patch_footprint_out_of_bounds,warning,20x,8,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2469047-B2,patch_footprint_out_of_bounds,warning,5x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2469047-B2,patch_footprint_out_of_bounds,warning,20x,6,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2469496-B,patch_footprint_out_of_bounds,warning,5x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2469496-B,patch_footprint_out_of_bounds,warning,20x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2469916-B2,patch_footprint_out_of_bounds,warning,5x,4,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2469916-B2,patch_footprint_out_of_bounds,warning,20x,6,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2469927-B2,patch_footprint_out_of_bounds,warning,5x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2470405-B2,patch_footprint_out_of_bounds,warning,5x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2470647-B2,patch_footprint_out_of_bounds,warning,5x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2470647-B2,patch_footprint_out_of_bounds,warning,20x,9,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2470657-B3,patch_footprint_out_of_bounds,warning,20x,17,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2471442-B3,patch_footprint_out_of_bounds,warning,20x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2471595-B3,patch_footprint_out_of_bounds,warning,5x,6,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2471595-B3,patch_footprint_out_of_bounds,warning,20x,18,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2471885-B2,patch_footprint_out_of_bounds,warning,20x,8,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2472509-B6,patch_footprint_out_of_bounds,warning,20x,4,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2473218-B2,patch_footprint_out_of_bounds,warning,5x,4,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2473218-B2,patch_footprint_out_of_bounds,warning,20x,11,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2473272-B3,patch_footprint_out_of_bounds,warning,20x,13,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2473366-B2,patch_footprint_out_of_bounds,warning,20x,6,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2473545-B2,patch_footprint_out_of_bounds,warning,5x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2474291-B2,patch_footprint_out_of_bounds,warning,5x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2474291-B2,patch_footprint_out_of_bounds,warning,20x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2474901-B,patch_footprint_out_of_bounds,warning,5x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2474901-B,patch_footprint_out_of_bounds,warning,20x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2475022-B,patch_footprint_out_of_bounds,warning,20x,6,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2475349-B2,patch_footprint_out_of_bounds,warning,20x,4,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2476242-B2,patch_footprint_out_of_bounds,warning,5x,3,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2476242-B2,patch_footprint_out_of_bounds,warning,20x,7,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2476295-B3,patch_footprint_out_of_bounds,warning,5x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2476295-B3,patch_footprint_out_of_bounds,warning,20x,3,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2476834-B3,patch_footprint_out_of_bounds,warning,5x,14,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2476834-B3,patch_footprint_out_of_bounds,warning,20x,62,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2476856-B2,patch_footprint_out_of_bounds,warning,5x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2477473-B2,patch_footprint_out_of_bounds,warning,20x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2477541-B2,patch_footprint_out_of_bounds,warning,5x,3,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2477670-B2,patch_footprint_out_of_bounds,warning,5x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2477670-B2,patch_footprint_out_of_bounds,warning,20x,3,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2477941-B2,patch_footprint_out_of_bounds,warning,5x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2477941-B2,patch_footprint_out_of_bounds,warning,20x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2481750-B2,patch_footprint_out_of_bounds,warning,5x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2482056-B4,patch_footprint_out_of_bounds,warning,5x,5,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2482056-B4,patch_footprint_out_of_bounds,warning,20x,10,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2482461-B2,patch_footprint_out_of_bounds,warning,20x,8,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2482607-B,patch_footprint_out_of_bounds,warning,5x,6,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2482607-B,patch_footprint_out_of_bounds,warning,20x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2482896-B2,patch_footprint_out_of_bounds,warning,20x,8,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2482956-B,patch_footprint_out_of_bounds,warning,5x,3,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2482956-B,patch_footprint_out_of_bounds,warning,20x,3,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2482969-B,patch_footprint_out_of_bounds,warning,5x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2482969-B,patch_footprint_out_of_bounds,warning,20x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483055-B2,patch_footprint_out_of_bounds,warning,5x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483055-B2,patch_footprint_out_of_bounds,warning,20x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483211-B2,patch_footprint_out_of_bounds,warning,5x,3,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483211-B2,patch_footprint_out_of_bounds,warning,20x,19,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483220-B1,patch_footprint_out_of_bounds,warning,5x,5,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483220-B1,patch_footprint_out_of_bounds,warning,20x,8,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483768-B4,patch_footprint_out_of_bounds,warning,5x,3,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483768-B4,patch_footprint_out_of_bounds,warning,20x,3,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483846-B,patch_footprint_out_of_bounds,warning,5x,5,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483846-B,patch_footprint_out_of_bounds,warning,20x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483973-B1,patch_footprint_out_of_bounds,warning,5x,6,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483973-B1,patch_footprint_out_of_bounds,warning,20x,18,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483993-B2,patch_footprint_out_of_bounds,warning,5x,5,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2483993-B2,patch_footprint_out_of_bounds,warning,20x,14,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2484004-B2,patch_footprint_out_of_bounds,warning,5x,6,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2484004-B2,patch_footprint_out_of_bounds,warning,20x,3,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2484228-B,patch_footprint_out_of_bounds,warning,5x,1,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2484228-B,patch_footprint_out_of_bounds,warning,20x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2484301-B2,patch_footprint_out_of_bounds,warning,5x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2484301-B2,patch_footprint_out_of_bounds,warning,20x,7,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2484734-B4,patch_footprint_out_of_bounds,warning,5x,2,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2485969-B2,patch_footprint_out_of_bounds,warning,5x,5,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2485969-B2,patch_footprint_out_of_bounds,warning,20x,14,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2487896-B2,patch_footprint_out_of_bounds,warning,5x,3,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2487935-B2,patch_footprint_out_of_bounds,warning,20x,17,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2488320-B3,patch_footprint_out_of_bounds,warning,20x,3,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
2488767-B,patch_footprint_out_of_bounds,warning,20x,30,0,"Full patch footprint, using the dimension-derived actual level downsample, crosses a WSI boundary; existing generation code uses use_padding=True, so this is a boundary/padding audit flag rather than automatic regeneration evidence."
